RX_DATA_0,RX_DATA_1,RX_DATA_2,RX_DATA_3,RX_DATA_4,RX_DATA_5,RX_DATA_6,RX_DATA_7,RX_DATA_8,RX_DATA_9,RX_DATA_10,RX_DATA_11
a0c38081,a5a44210,a2468181,a2c48528,a0008c94,a021c483,a0a1c600,a264430d,a141540a,a005c502,a141c11d,a0210402
a029c01d,a0200b93,a4a2468d,a203870a,a00b004e,a562460c,a1229381,a341910a,a500c889,a4c54599,a0418a90,a3618014
a0210949,a0c4c191,a7894206,a4230896,a1284ece,a2d2c29f,a023008e,a4e30c01,a1244007,ac410783,a2010d86,a106c315
a120418f,a1800d18,a2824296,a120870f,a4288300,a0660900,a3028083,a086c02c,a5c5c201,a2030181,a0408783,a0210683
a0039117,a0014480,a4e46384,a3238280,a2e28780,a021c38e,a020c182,a263819f,a0e00209,a0404796,a0810229,a1241c8a
a3030e41,a74e8299,a06b0184,a1a10506,a260459f,a1e00703,a0e40595,a061030d,a065000d,a1c18b0d,a0230503,a0200214
a0605609,a1c11f89,a0261387,a042ca06,a0a0c686,a044c385,a2438280,a404810e,a1a08712,a0a1428b,a4675008,a0a68192
a1a6c382,a2040582,a02142b4,a1c25c16,a226038a,a1a0520d,a3e52286,a060808a,a4028a0f,a0a48695,a065810a,a1234388
a2400309,a2e4c884,a4e1490c,a1c29103,a0240205,a240c8b8,a1c04901,a5488606,a1c1c004,a1418280,a2ca0183,a3898118
a20651cb,a3c40603,a0604209,a0a04115,a1000900,a040e902,a5258086,a0625524,a0224481,a0a08086,a040088d,a06b0407
a0844c80,a121c70f,a0e3452e,a20d4494,a385c0d0,a1c0c104,a0674b23,a103018a,a1a2d090,a0004291,a3034e10,a240cf12
a2208696,a103d000,a260c086,a3284719,a5414e80,a6418482,a3010285,a321c70a,a2c28985,a1018405,a0204792,a2e3549f
a0004001,a1e2498e,a1448986,a6c540be,a3e61808,a26d0081,a2a00284,a1204104,a060ce82,a3228004,a2078398,a2800081
a5c20311,a5669b0e,a123c50b,a0210000,a3004021,a1028a11,a2268380,a1c4c091,a0818086,a2e20001,a241850b,a0258313
a7a74c9f,a024cc85,a324dc1d,a9610192,a167ca89,a0cd500a,a4a18285,a0c2c316,a0a09917,a2800010,a0055087,a58342a7
a023c482,a00008b9,a1a0800c,a2614695,a9a35c16,a0c0418c,a0e54288,a1210901,a1a08287,a000c52e,a0e0440e,a020c783
a062430d,a2a30a86,a1608081,a0a0028d,a162098c,a4414188,a00380c2,a0c04d84,a0004188,a3af8404,a1880801,a321c101
a0a00612,a222098a,a106c508,a104c499,a20d1f0b,a1210889,a3218400,a0014784,a34340be,a42e1408,a8014700,a245c393
a3079381,a12040a8,a8e78d88,a0a0c491,a0084507,a041401a,a0208785,a0a54f07,a3e00287,a1648182,a3050582,a2898c0f
a040182e,a0210402,a160c514,a3c18687,a0e1c305,a6670003,a0a3800e,a1c28101,a4e4470a,a0e20e06,a52b8ac5,a0468504
a2c58506,a1c0468c,a380c504,a6430702,a44d0202,a0430aae,a0e2c094,a126c384,a1074704,a0e58610,a1620238,a0e1d5c8
a1250180,a000248c,a025cc20,a047cf9d,a1e08a0c,a44055a0,a0208386,a1800f9f,a5e64e15,a0018304,a1e14118,a2c0869c
a0614d82,a2200e19,a0c34a02,a04283a0,a5a1c219,a001841c,a1a3ca9b,a0e00494,a205c985,a1428d05,a0064480,a0a00e08
a0620184,a2c5c29f,a123820b,a2620601,a000e210,a0034187,a0628a02,a0034398,a181479d,a5a3c480,a3218430,a0e0c723
a1444a0d,a120c104,a0030081,a0244209,a0020303,a6e40184,a0065988,a2419a19,a0e3090d,a0e28314,a2204402,a223478a
a0bc4489,a0434b00,a0e08003,a064070c,a1240193,a0214e16,a2220602,a041c380,a064c400,a4c2d48e,a10696ac,a040820f
a1e48783,a007440a,a8474f87,a040008a,a38f410a,a0e1090b,a264808e,a2c0c23a,a102c381,a1664818,a0268404,a4a25201
a1848b80,a184849a,a1658b0b,a1aa421c,a160c300,a0e7ca85,a1010488,a0a4ce8d,a1018383,a5e10525,a0605080,a1a74293
a0a0814a,a008010e,a1608600,a1200702,a0244318,a0200236,a844008b,a1820506,a0011305,a1c6c381,a2404105,a166c68c
a2408c9a,a001058e,a1e542a0,a141c492,a002c782,a16ec885,a0c44701,a0808306,a0c1811a,a4404685,a1610785,a0a20390
a0618385,a14a8e03,a0404c25,a14bc622,a061108e,a067058d,a5eec287,a0c2428c,a4c28495,a4641286,a0254181,a0650704
a182421f,a2464890,a0a283a5,a180070d,a3244580,a4e00e83,a8e19693,a4c69c8a,a064c705,a2814281,abc34f92,a0a0c403
a300c50b,a1c40c87,a220808b,a3061581,a0018e11,a028460a,a0004113,a0050714,a1208280,a5604919,a1800226,a0a991a1
a6611005,a00fd790,a1640888,a0861481,a0610907,a2022308,a0c01406,a0818a9d,a002850b,a3608b84,a125c404,a0018502
a001010c,a1638032,a0c22231,a1400e83,a2e08789,a0c0490b,a040640c,a0010d80,a127c004,a5288217,a1804c01,a0468605
a000848a,a38d010a,a5c2820c,a0610a08,a001c81f,a1e30e85,a1c09383,a1218100,a2c38086,a0a04782,a0834097,a2009204
a06f401e,a3608d02,a005c281,a421da0b,a0004818,a2a18282,a1ed8a85,a081c488,a1e90206,a024c496,a5440515,a261c111
a061c5a2,a0a2c386,a048c184,a024c60b,a1648700,a6018085,a22a0288,a3a44404,a24500cc,a30e498e,a4814798,a0a20786
a201c20e,a1030207,a0a404a7,a0e00298,a3c0cc86,a5a1d788,a1604002,a1e44109,a162c00e,a1e49482,a2078608,a0c5c204
a4a14110,a5030999,a3cf821f,a1810297,a0c68103,a028440e,a0c74097,a0030d80,a24504b0,a023018c,a18400ae,a0a0070a
a1e30b49,a0264687,a1e00034,a2200584,a0a45086,a4a040aa,a4830a12,a02fc125,a2e50612,a1a14988,a06202b5,a1838716
a565822d,a2450410,a0c41785,a0eb0690,a064c01a,a3669e98,a2831603,a3000f06,a0a18401,a0280705,a1e48898,ac900006
a0800c85,a562c408,a0238e88,a1638392,a020c093,a123d78b,a0208907,a681c105,a1850709,a3e28409,a2258e80,a540429d
a0a4d484,a0234ac1,a021c016,a0c34715,a0b04785,a2450e01,a2009196,a0600626,a180401a,a0224500,a0884512,a5c3d109
a1a38c01,a0610a29,a1004291,a7a10a0e,a1c04a15,a12ac58b,a02d4280,a00353a3,a2650885,a1054130,a0204182,a02e4e01
a3018007,a1499f81,a3c6050b,a1c7c62e,a0e5c303,a0a34e8c,a1e1c606,a1238316,a0e203a8,a1e9f002,a423412a,a5c05037
a5c34083,a4414a04,a020c002,a0c641ab,a002a19c,a0420b8e,a3428709,a2410227,a180068b,a1698090,a1014419,a0858093
a2405403,a20187bb,a1a50608,a4068304,a0e1c217,a3428000,a5a98001,a221838c,a0000400,a32c05a6,a040068a,a2e10985
a2134385,a0e5c382,a121d231,a0c0018f,a2e25426,a0328603,a2c58e87,a1014189,a2c11304,a026c181,a2414206,a1e51686
a300c503,a24c801d,a2000981,a0810329,a0a38102,a181c686,a4648793,a220808d,a16a058b,a062009c,a3c28706,a303c00d
a0068483,a1c00623,a184c212,a1404124,a227c00e,a0e00185,a4230193,a1e0839d,a1048500,a04a4682,a3400401,a0614483
a261c812,a2038499,a2060131,a0a40792,a0c0830e,a4429083,a0204900,a0c7cb83,a222811a,a3c0c080,a0654101,a105c88c
a085c28f,a3c89809,a2224188,a5c10429,a18cc088,a020c082,a0048304,a080409f,a1e04107,a3e04a84,a1214201,a623828e
a1209117,a0028209,a0a8cc84,a341c114,a0a30284,a2c00ca2,a121818f,a0a3c389,a269c00b,a2a1000f,a2e2858f,a8c0080d
a1014413,a123cc03,a043c704,a325021e,a166038c,a4801c9d,a0008b10,a0629900,a1404006,a0c24386,a0e3480e,a4c20321
a0e01082,a0608cb1,a4e0080d,a0a1819e,a0e38709,a361020f,a0a2c082,a1a0c403,a0a5c105,a26a458c,a02ac081,a142c711
a1c00202,a1054784,a1a18b07,a0ac010c,a0011a90,a0a14c00,a146c00a,a043c40b,a1014324,a320c217,a3070a86,a0438103
a1a8c204,a0054705,a2030298,a0208680,a18d838c,a1420607,a4400982,a022cf02,a3000073,a4224c03,aa248e86,a1e58206
a1c25081,a08045ca,a0000193,a2a10300,a4a1418a,a5808202,a165040e,a2a24583,a1208b99,a0058800,a006c11b,a0a74289
a043409d,a2e0cf0e,a0c5c91a,a1c38286,a2818506,a1e30361,a0406180,a2450093,a0020196,a32cc802,a1a3870b,a0a00090
a2c3c80f,a4edc582,a1c40623,a0e08b07,a520861e,a161468c,a0e2002d,a1e2c687,a201818e,a121c591,a0848907,a1b18b2a
a1e11c9e,a0a09003,a1a4830e,a142870d,a1810006,a1c5cf01,a5834c02,a0004c13,a000061b,a120c492,a1e54088,a760c486
a06303ae,a1640391,a2c00402,a2614209,a1250284,a0228700,a0c28e0a,a1a30998,a3200287,a187c13c,a0e0232b,a2401585
a06ec585,a0c04105,a2010ba6,a203c280,a1440611,a0c20306,a1a4c480,a0814096,a46f0000,a3228807,a4664d0a,a1004005
a0844201,a3810785,a0a2c021,a000c489,a0a01803,a1e2de24,a1418130,a043058b,a0634339,a3c9849c,a3208187,a3c34110
a0e08919,a0608c20,a141c30d,a0e20301,a0814494,a1678385,a0a4050b,a124c01a,a0000824,a3c1c111,a2601a0b,a060d303
a2a28103,a1a00706,a3608885,a161019f,a140882a,ad454289,a2a28280,a5e00003,a0218d00,a1430b82,a1a3cd87,a1c2c581
a2808384,a2075b9a,a1244588,a0a70010,a3e403a4,a121c617,a0e24911,a260c40a,a0288210,a1e1840a,a080d201,a3a1c907
a0e34798,a045c406,a3404a95,a0230493,a026410b,a1038683,a3a1dda1,a0a4050f,a1e04689,a0044808,a0e2ca81,a0c34793
a243898d,a062c407,a0220082,a0e1058d,a2060311,a0a00b8a,a0a0840e,a6034401,a0a14009,a041c085,a2204513,a363838c
a0aa8803,a5218404,a321c180,a1600287,a0610580,a0818884,a3808409,a0640115,a363c183,a2a45001,a0610b3e,a1215186
a0620305,a0004203,a442c301,a1208589,a0e6c437,a204cc12,a18593a1,a1074605,a1408901,a0c6490e,a0620491,a0418388
a0c0060c,a70a020a,a1cb0205,a2c84318,a10a8344,a0a0809a,a0a24102,a0244180,a245c104,a1a2c00b,a1004181,a088818b
a2618306,a6a35803,a0220417,a164cb91,a1a1c8b7,a4871220,a0600308,a0040496,a8218e04,a080d687,a0464901,a662450c
a4488e89,a180408c,a5a005a3,a0640305,a1228603,a2008588,a0438113,a0c28397,a2404827,a0c48b86,a3800f8e,a0078810
a1804d95,a0e08403,a7a5c281,a183400c,a220018e,a283c204,a4c44082,a0e74a88,a1081015,a06c0a9a,a9480d8d,a140ca01
a2248596,a124cf99,a04e01a0,a125c393,a183cb82,a1600594,a4610595,a1e4439f,a0038408,a0238013,a020c1fc,a344421d
a1a00190,a0e0810c,a3204697,a140c994,a8b8168a,a0e0da02,a2e90383,a1044008,a223c905,a1c80180,a2474223,a08104a0
a0a88604,a0870503,a3800615,a0a78081,a0a08181,a14204a2,a1454490,a5a08f0d,a143c204,a0a006b2,a1c59695,a0634390
a0814209,a2610fa6,a2840799,a0cb8781,a1404300,a3400404,a1494b90,a0678685,a000838d,a1600393,a22209ba,a0680807
a2050c87,a160c504,a2ce0081,a080800a,a1c3cd80,a2a1c020,a022058a,a3200083,a0608c89,a146c105,a1c74983,a0c34c01
a0435480,a1a85303,a123490c,a5408905,a2e9818b,a1200289,a3604baa,a00c838f,a062409a,a5800389,a6a04073,a18005b3
a0e3058d,a1c04ea6,a4829228,a4400180,a000008b,a2464193,a3a4c094,a543ca16,a0024606,a1420c01,a2a1ca01,a0814882
a1a2ef92,a02201b1,a2e8448d,a066091b,a020478a,a423cb25,a127198c,a1ca2618,a145439a,a2864205,a084038e,a0040d89
ab628006,a0611003,a4c98698,a4040411,a2408b90,a2028803,a0214107,a2e144c1,a360cb18,a1a2c018,a040030a,a0a1959d
a023c983,a50544c4,a0a34909,a28b0b06,a1e05b13,a4e40404,a1608893,a261809c,a0244084,a0e58380,a0020b05,a02a4494
a2014295,a0460c0e,a1615113,a2c38084,a100042b,a486cc49,a1048092,a4428402,a6618202,a1944106,a2e1c103,a6c0c322
a300088b,a040818f,a040c08b,a1f004a9,a040488a,a2808405,a100c026,a4200907,a3c0820d,a422d109,a045ca03,a0e14b91
a4804187,a0a0c301,a2648e0b,a18f8117,a0e88bad,a06d0181,a18d4105,a7ee8808,a7e3c30c,a0a48492,a1838683,a0e40409
a244208e,a1411102,a0810595,a1a1c80d,a04a0b93,a5264989,a0c00882,a0e3050f,a0a3c50d,a144c18e,a3e30302,a3e48f89
a1410502,a186c283,a0c2e10a,a0221a09,a1635081,a167432a,a0608383,a841c19c,a0c00282,a0034084,a04ec581,a6859b04
a1e10207,a1a2461c,a4014518,a1e20788,a780c301,a06b0309,a1441282,a020cf1f,a0430183,a2848416,a1070493,a0c1838a
a05acd22,a2c14114,a0821611,a073c082,a0212083,a0a0d884,a0408381,a0278901,a0a00c02,a6224701,a081128f,a1608412
a4838f02,a001c510,a062d18b,a5a5c085,a1408139,a16b058a,a045d282,a060c310,a0c0d431,a002d3a4,a0426407,a60700b5
a0c284c3,a2a0c700,a1c10507,a1040102,a0810a8e,a2c20300,a0454b08,a0a7c502,a1e1c697,a5ccc404,a3c08697,a501c587
a684808a,a0e3021c,a0a4c606,a108848e,a0224300,a202c203,a0e60602,a3e247a4,a20c4187,a2e18d91,a10141b3,a5ae838f
a0800e0a,a0a286b9,a1460a85,a160948b,a0000506,a0824303,a2e3c387,a2261803,a2628b84,a042c601,a5838404,a1e20412
a1644485,a1e0d703,a2a00006,a3864c8d,a2e20916,a0c10185,a1810b98,a0264105,a107c09a,a0448702,a121cf98,a0a0818b
a3a20000,a286c41a,a1600407,a0e2c80b,a128c5aa,a3a14080,a2c35414,a100c30b,a42151a7,a4230b82,a2204292,a3219121
a0c2c69f,a024009e,a0e18289,a3a5c013,a0644101,a0e2c001,a0614a0a,a0470506,a085cc8b,a0a35480,a5410305,a0440300
a2800686,a0050a16,a0828600,a1214c85,a6814781,a0e4069d,a5248211,a1e26395,a0414287,a0844484,a0c48c19,a085c70a
a1c0c5ac,a78b8097,a42f0109,a1608718,a1418895,a0c24912,a560440b,a10a4382,a1824aa4,a1224302,a0e084b9,a60a070b
a3c19196,a0c30389,a04100ad,a5e08c83,a18fc11d,a0a01185,a2690205,a2274481,a6020201,a0450206,a1804104,a021458f
a1436804,a023c08f,a5434d08,a0a14b03,a1a2471a,a0210000,a0e0c405,a1654200,a0228282,a2c4818d,a0404822,a0e24480
a040c091,a0a7448e,a0200614,a501048f,a2a04780,a168420e,a0e09206,a0620487,a265839e,a1c5d007,a0440093,a0a24306
a3ed8fa4,a4800680,a181c898,a0ca0007,a0624780,a464ca9b,a3601103,a3040281,a12b178b,a0e0c499,a000468a,a4604306
a0e1060a,a0e306a4,a4084d8d,a2850922,a30f0e00,a243030c,a0040219,a0c48584,a4408082,a5644900,a2c2ca0d,a180c994
a1404104,a047cc0d,a0a0dd81,a026039a,a0e60481,a0420732,a26000a1,a0240187,a0e0c620,a0050386,a5610d8f,a0c94b80
a2838126,a020888a,a121a08a,a0058404,a024c301,a0484582,a161c9a0,a3e1c205,a1890409,a3c44107,a02082b9,a124cd96
a1410491,a140848d,a787c60c,a2e1810b,a2c08082,a020d9b5,a4a62481,a2a9040c,a2c10412,a020448c,a0c6de83,a022c80b
a1478711,a0071201,a1024080,a0435109,a1000801,a0200988,a1630281,a0c3811b,a0028395,a0818402,a0414609,a1c04402
a4a581b7,a0420689,a2e10104,a2614419,a04c0089,a088439f,a1258288,a000020f,a00a8c94,a2614d91,a280448d,a2284c88
a4624083,a042c903,a002c207,a2ca4385,a003d08c,a0228185,a166588f,a0818e80,a14451ce,a061490a,a0050a82,a2010185
a1820108,a3445884,a0034185,a080c00c,a364ce83,a360c209,a1240012,a021828e,a3a0c285,a1884313,a447c002,a301848b
a2f2558b,a1404e13,a1250d86,a521800d,a4a1c139,a141c103,a020c616,a3e64602,a3208b01,a266908d,a2210b08,a7a00584
a7c44282,a1e30a07,a504c515,a0e8c4ac,a1c28001,a1a0871d,a1e44082,a104009f,a063c100,a1600081,a0620181,a2898a22
a166ca13,a10bce80,a321459d,aab1400e,a0400781,a00f491e,a285828b,a10cc91e,a026958c,a0c8088e,a2218301,a1600305
a0e1d003,a1844614,a0c20708,a2e19207,a4e3c09d,a1418188,a003098c,a0c90a08,a440ca82,a2840780,a141c00d,a2024902
a128962b,a4e6832c,a120c90b,a4020305,a2855586,a0430215,a2258682,a080008e,a1e05000,a1408b00,a0a80284,a2000607
a1870612,a0095608,a101c313,a22c0d04,a4afc194,a0c442b2,a1628426,a1a2c198,a0438293,a4c085a2,a021000f,a00900b9
a0205380,a0a8c185,a0238117,a0630002,a0454c2a,a261c208,a0418c87,a0614309,a1e0c384,a0438903,a181c284,a2674183
a0c7cf86,a06b1582,a2a0040c,a9454a0a,a0610718,a0210003,a0048b81,a667c193,a0664102,a0404000,a0631003,a0431103
a0e10707,a0294147,a1474688,a0c24a00,a0a2c289,a0060001,a02dc616,a061c902,a3009006,a0a0c082,a0411439,a0414415
a1824580,a144c50b,a3610e00,a0e10607,a1e08000,a1a1470a,a0609886,a022c80e,a129c509,a0824301,a3004600,a4e1800e
a0834986,a7e1008a,a161800b,a0804091,a361c203,a1e00101,a0cf0087,a1070301,a0260413,a2208388,a0c1420e,a2260185
a3e6c116,a0844780,a2430d06,a3e41382,a08307a3,a281c001,a0434a37,a0674706,a1800103,a1220088,a4e0cf9d,a1418002
a1a5c582,a0c34c0d,a040c682,a0614384,a122c887,a02303aa,a204cb06,a464830a,a2410a0c,a10204aa,a4e0859d,a0228103
a1440900,a0200005,a0038816,a2604315,a2c1c522,a0074588,a0290f0c,a4208394,a1d68b8b,a2e35801,a021804c,a220ca04
a225482c,a0600199,a1068307,a0444003,a180030a,a0c0cba9,a202c003,a0a74210,a2818e06,a48306a3,a21d020c,a0224983
a0c04783,a12243a0,a0c00427,a1a89200,a282000f,a165468d,a3648896,a0410f12,a0210102,a563828d,a2c0018a,a0e18619
a5e68388,a044c007,a1a10410,a0c00483,a081800b,a2224709,a00840b2,a021c9a3,a1000487,a303c93b,a7621080,a6c0041a
a221c700,a1260885,a3c38511,a2040085,a1a10e10,a0c0d49f,a4610309,a0a583c1,a4040700,a00bc123,a3108001,a261cb89
a2818e14,a02e4c11,a1a39303,a04a8f8f,a1044600,a0804380,a2658484,a047c390,a0295804,a4658986,a0c3d705,a101850a
a002c002,a3e00780,a2e70118,a541c201,a1630f31,a2d10140,a1810b07,a000c685,a44103c8,a1a1c500,a5074286,a2818018
a466038d,a1c04106,a4a002b4,a180ca92,a306000f,a3615987,a3a08600,a183840e,a3401938,a2424c91,a1c08082,a205050b
a4850381,a0a14200,a240c087,a0600c00,a062c684,a20749ad,a1040280,a0618885,a2a08398,a368080f,a2420b90,a0424003
a049c08c,a0278700,a020819e,a2024919,a0a18100,a0a0c902,a323c20b,a0c1038e,a0015702,a0c10012,a0e30d0f,a025a604
a2e04189,a2604183,a020c391,a3c1d08b,a5c14d85,a2820bb1,a003c287,a4248807,a0e0c009,a3e18207,a682860e,a1200d07
a2c3c381,a320c187,a1451c00,a2004a89,a1034606,a0248382,a0ab5706,a4454408,a0820981,a3002702,a00e400b,a00a00aa
a205c400,a1431688,a0e3488b,a3c5c51a,a223861b,a0704c0d,a0218082,a1088004,a0e40713,a142428a,a0890b08,a1000283
a680878e,a0254487,a3efc382,a0414d0f,a6e2800a,a123482c,a3c6c30a,a0c1080c,a0a1010b,a1200904,a0c6418c,a280402d
a0c00080,a8a0022b,a06e0184,a0059402,a189869a,a2cdc00c,a4268601,a6405106,a302c886,a284c303,a0638405,a0252416
a1c85986,a0630b1a,a162ca82,a185864b,a0e69988,a2004810,a08ac816,a3c04544,a0c70e8f,a302caa8,a1244019,a1c80f8d
a280479c,a0c14384,a2c0c0a2,a1410002,a263818b,a0628220,a544c280,a0a1e084,a0648c87,a0c30383,a0a34a11,a1214419
a0e2d509,a043010c,a0010f09,a1024783,a061c39e,a2805703,a2408597,a1064510,a1800580,a12b07a1,a381c28a,a4e74789
a0a588b8,a1210411,a30d0c0b,a064c781,a1c00597,a0248c13,a1625326,a10d80a6,a590c080,a3004082,a4a14496,a0a14201
a361001a,a0456425,a2650203,a080c196,a240011d,a0018281,a00c8b01,a1609904,a1625184,a08142ab,a0000183,a3020200
a0058f02,a3b10184,a2e001a9,a0225704,a400498e,a2c5401d,a1a30e8d,a0864503,a0888a0e,a1404202,a0890294,a22e8a84
a0a0438b,a7028000,a1625f89,a0e4809b,a0c68f1f,a3800305,a1414501,a0a4468f,a0628106,a00145aa,a4278309,a2410815
a1401504,a0214384,a0e4c407,a006444e,a0c0d88c,a1244000,a0c04501,a3000113,a1e94591,a220c600,a081c111,a04e0b93
a481838d,a2a10f86,a3600718,a2638386,a040c281,a0600105,a0e1920a,a0469481,a0804686,a2c30711,a3a29682,a0641687
a322c902,a0224082,a0e68290,a1254102,a143c28d,a0e1c701,a4a1078e,a2618208,a0210663,a1e30491,a0a24983,a0438595
a1010415,a0214200,a100888d,a040c00a,a4604181,a54348a3,a3004e00,a0e30318,a2688202,a0430209,a1000a8b,a3024308
a004cb8b,a001cc02,a082c005,a02d0726,a0430e06,a2c08189,a5a583a7,a0800819,a3460684,a0e38f04,a1264201,a6af0310
a1e28102,a101488e,a0c14e89,a10a0483,a0a90121,a1020388,a1e30605,a293c40c,a0a00086,a0600385,a1e04109,a2004db4
a702030c,a2a0cb06,a0434001,a4044405,a3004201,a0e38380,a14a9407,a127039a,a7800818,a3a3d280,a0808491,a142401a
a12ecf02,a1a1ce06,a6618480,a0a84a00,a0c01388,a1a1838d,a0008514,a1c08583,a044cd17,a601c2a9,a0c1cc9a,a663cd29
a2600109,a0c18384,a18147a5,a2810307,a5414384,a04440a2,a0618907,a30e4e87,a443ca85,a8228705,a04c0d00,a3e04a02
a042c397,a3e30e82,a1c04707,a120c503,a161c182,a5c20091,a6a50206,a024cc8b,a122c009,a0050592,a0a3810c,a2204504
a140080e,a1238590,a5e38904,a08ae004,a288100f,a340a68b,a4464781,a0420126,a0c0c916,a0a48783,a261850b,a2a04216
a0004389,a2c30099,a1224007,a5610818,a1410001,a1a19885,a9834407,a7214910,a0284e05,a0e09510,a5014083,a1200a0b
a724c499,a0014b8c,a0624114,a2c1c504,a0164501,a1a1c68e,a0800b30,a1b4418f,a540c60d,a2e4c104,a3220907,a024c186
a06a4584,a12107c3,a0c0000c,a360048b,a240861b,a0834109,a6a34d83,a0a3168a,a0e21410,a241d514,a0430482,a2434018
a485079b,a5e74683,a3814f83,a007d736,a1e50b0f,a5c0d10c,a04088c3,a140ca03,a002c33c,a0650400,a0854e07,a1244b12
a120860f,a0218787,a0a28086,a0464007,a0ad8909,a1e58793,a1a44590,a2c7c305,a04b008b,a002418a,a1408f07,a5240417
a1460d26,a0c10b05,a18187ac,a2e04284,a144c10e,a1878285,a0854403,a1cf5001,a3619d0a,a4658930,a1a1c409,a281c382
a080008f,a080041c,a026070d,a0a21801,a1264502,a2c0c205,a1a9801a,a1038022,a0a90f03,ab03c202,a022029a,a201908b
a4404113,a260088a,a0031421,a6478d86,a0838190,a144a010,a001031d,a0804201,a0c3009b,a1e01f87,a7e44089,a025c307
a120c782,a465408d,a147c591,a105580c,a2650a35,a2430c01,a1618603,a0a4801e,a081000c,a4014380,a1c24532,a2850297
a045d701,a1e08538,a2e39d80,a2434d9f,a4cd001c,a00b450a,a28024a0,a1e1cb20,a2a20215,a1a04c08,a1c5010d,a3e24624
a326082d,a1630494,a1014381,a1a54c84,a560039d,a0a3cb17,a061008c,a3041389,a3428082,a1a11581,a0e58d8d,a3a1129b
a080c609,a1e1d189,a4200499,a0234722,a2208201,a0804682,a06380a6,a2d34807,a065c90b,a1000a31,a2460903,a080c385
a1e0c889,a4c1008b,a2ac830a,a0880c29,a0648301,a9011a02,a2a11217,a0a1450d,a0628209,a2478290,a2c14a08,a0488d95
ac030084,a6014e05,a1024802,a0008504,a0754199,a061c085,a3014884,a621029b,a2a1400e,a362c3b4,a1e68403,a062c702
a0c24409,a0414003,a0a1cd81,a180c380,a00c4884,a0245c01,a0814606,a0a08507,a2a1c69c,a2044b04,a062c323,a3a6430d
a0a20402,a088daa5,a1440f28,a0454387,a204c5b2,a2250b08,a0810f2a,a0860098,a169d392,a4418924,a301008c,a0004181
a0000201,a7000207,a180810a,a5e48204,a1854883,a1660023,a0034382,a1828383,a0a4d39e,a56b0194,a401c30f,a0e0809a
a023080f,a101a785,a2ccc042,a4824f8b,a2600197,a127ce9f,a3a6490a,a0048103,a0408682,a1c30807,a461c20e,a080c18b
a0230604,a0060807,a0060b96,a680c300,a3450138,a0000a03,a0c3ce04,a100418f,a06155bd,a46a02bd,a4c44687,a201c088
a0038404,a2220507,a202c383,a2a20008,a381220c,a1c34601,a3404183,a01fc084,a0400150,a3aa0980,a3214285,a2000b14
a1414089,a020c999,a062c184,a161012b,a1c0d210,a046c098,a10289a3,a0e20508,a6410716,a1228183,a1620709,a4e08984
a4820680,a1e0cf98,a9430007,a1214589,a4404502,a3010207,a121dc83,a0669b88,a0813f9b,a0444d8f,a380421f,a04209a8
a220cc07,a0cc9a92,a0a7c400,a0410712,a0210a0c,a0a14689,a50f4681,a2e00116,a1e5818a,a1264891,a0019486,a1f14c90
a141020d,a0614385,a2a3400a,a4e05205,a0e8d19b,a0404406,a080c225,a3e28395,a1610381,a0628285,a0a24001,a2a6c003
a128c73d,a1a4080b,a2630016,a2a08200,a1620a12,a1240a3b,a2e0ce00,a0a10432,a20300a0,a4c59487,a283549c,a501078f
a1864c0e,a061c5ce,a121c08a,a1c6cc01,a2005883,a123808c,a0810501,a1c4c404,a0218003,a1c04509,a0a08588,a4811006
a7250982,a1a08907,a0a69285,a020c207,a522c005,a2428b28,a042c214,a0c04c12,a2208d05,a0400906,a1210e09,a0e18304
a0014f0a,a3621383,a021008a,a4a38892,a0010384,a123ca08,a0815c9a,a0870289,a061810b,a0201723,a262c80f,a2838883
a4aa818c,a142c307,a0818280,a0415481,a2610901,a1e2c31e,a1c2408c,a1400105,a4438682,a182079b,a24ac40a,a3800000
a241c10f,a46a1c0a,a3238d84,a160040e,a0a60682,a166c58a,a000cbc9,a011ce07,a2214588,a02a0102,a042042a,a84bc986
a0648b1d,a183458c,a02c840f,a261eb8a,a0424283,a0e28909,a1280f15,a0e19308,a101128e,a2468336,a281c222,a4a0c80e
a1450781,a0000015,a007c98f,a2214084,a2024282,a0a5010b,a3810717,a5425808,a0224314,a302450a,a0cac792,a0444839
a0628115,a020d082,a021429e,a0c2428c,a2014111,a7c48301,a0088980,a2644008,a0a1039a,a0468683,a1a50e94,a1a14484
a5e60187,a0c01587,a22bc51c,a24596a0,a000c106,a3444407,a0224381,a00383a5,a1a04492,a1404a0d,a0810c01,a1284531
a12a0582,a0026804,a0410206,a1040394,a246d500,a1a00c0a,a380128c,a322c00f,a4204235,a0c64286,a040c4a2,a4a48782
a4a1800a,a1a0c80c,a4a5892f,a0010282,a3534ea1,a105458a,a3edc910,a5450594,a025569c,a2c6419f,a080c706,a5e14d8a
a247c309,a2f10680,a1aa87ad,a0664790,a060c281,a0640383,a080c717,a0814203,a3840a09,a023808e,a5004b95,a0274223
a0aac20f,a3200488,a083c802,a3c40da2,a343809b,a1878401,a14507a2,a042c401,a00d0688,a181c10f,a002c400,a1228888
a1a283ab,a2688584,a2a0c00a,a107050d,a123c101,a22402a9,a04b8004,a1808104,a0828281,a040c283,a0208316,a2400107
